file,heart_rate,sd,std_err,confidence,start,end
input_0_F2_Trial1_22C_20240116_104630.txt,53.44129555,0.171557041,0.049524252,Good,238,252
input_0_F2_Trial1_22C_20240116_105630.txt,55.46218487,0.207375883,0.030913771,Good,412,462
input_0_F2_Trial1_22C_20240116_110630.txt,55.98755832,0.259238395,0.038222616,Good,412,462
input_0_F2_Trial1_22C_20240116_111630.txt,58.21389195,0.250108327,0.037283948,Good,230,278
input_0_F2_Trial1_22C_20240116_112630.txt,67.87620064,0.150726952,0.02051134,Good,292,340
input_0_F2_Trial1_22C_20240116_113630.txt,71.62753681,0.129667801,0.014873917,Good,92,156
input_0_F2_Trial1_22C_20240116_114630.txt,72.83236994,0.18675277,0.02847953,Good,414,450
input_0_F2_Trial1_22C_20240116_115630.txt,74.24460432,0.20395793,0.030747815,Good,484,520
input_0_F2_Trial1_22C_20240116_120630.txt,69.24700915,0.200904965,0.031000309,Good,484,520
input_0_F2_Trial1_22C_20240116_121631.txt,67.47796895,0.194148485,0.023543962,Good,208,270
input_0_F2_Trial1_22C_20240116_122631.txt,57.85920926,0.354786512,0.049680049,Good,498,552
input_0_F2_Trial1_22C_20240116_123631.txt,14.81481481,1.181319053,0.271013178,Good,398,480
input_0_F2_Trial1_22C_20240116_124631.txt,15.4340836,1.240533599,0.374034954,Good,286,328
input_0_F2_Trial1_22C_20240116_125631.txt,15.01564129,0.838073639,0.232439806,Good,84,138
input_0_F2_Trial1_22C_20240116_130631.txt,8.30449827,2.608719354,0.922321573,Good,84,146
input_0_F2_Trial1_22C_20240116_131631.txt,7.688787185,4.854968,1.716490398,Good,324,400
input_0_F2_Trial1_22C_20240116_132631.txt,58.90583783,0.374866426,0.025565678,Flatline,282,502
input_0_F2_Trial1_22C_20240116_133631.txt,69.60113592,0.297001306,0.011431586,Discard,0,582.075
input_0_F2_Trial1_22C_20240116_134631.txt,69.47395587,0.291127586,0.011213816,Discard,0,582.075
input_0_F2_Trial1_22C_20240116_135632.txt,72.76799173,0.262772516,0.009896586,Discard,0,582.075
input_0_F2_Trial1_22C_20240116_140632.txt,72.01895236,0.260940228,0.010920009,Discard,0,476.075
input_1_F2_Trial1_22C_20240116_104630.txt,40,0.199254563,0.041547448,Good,350,384
input_1_F2_Trial1_22C_20240116_105630.txt,54.65838509,0.241110451,0.035942624,Good,194,244
input_1_F2_Trial1_22C_20240116_110630.txt,49.00990099,0.24442893,0.041919216,Good,370,412
input_1_F2_Trial1_22C_20240116_111630.txt,50.0508647,0.283887699,0.043804823,Good,100,150
input_1_F2_Trial1_22C_20240116_112630.txt,52.88673424,0.183008447,0.025626308,Good,376,434
input_1_F2_Trial1_22C_20240116_113630.txt,53.03867403,0.17302122,0.032129234,Good,378,410
input_1_F2_Trial1_22C_20240116_114630.txt,58.24763472,0.133405305,0.017222551,Good,492,554
input_1_F2_Trial1_22C_20240116_115630.txt,59.74540311,0.127205915,0.0134838,Good,188,278
input_1_F2_Trial1_22C_20240116_120630.txt,54.5982575,0.145908117,0.014969857,Good,232,336
input_1_F2_Trial1_22C_20240116_121631.txt,56.56565657,0.111413159,0.016990347,Good,424,470
input_1_F2_Trial1_22C_20240116_122631.txt,56.71469741,0.278132108,0.042916716,Good,74,120
input_1_F2_Trial1_22C_20240116_123631.txt,62.56763404,0.315584559,0.042945619,Good,62,114
input_1_F2_Trial1_22C_20240116_124631.txt,36.7816092,0.5732369,0.11464738,Good,404,444
input_1_F2_Trial1_22C_20240116_125631.txt,26.73123487,0.816309479,0.166628475,Good,496,552
input_1_F2_Trial1_22C_20240116_130631.txt,19.18903484,0.999974244,0.25819224,Good,58,106
input_1_F2_Trial1_22C_20240116_131631.txt,9.108159393,4.627187921,1.395149652,Good,390,470
input_1_F2_Trial1_22C_20240116_132631.txt,18.10429649,0.976072431,0.199239951,Good,390,470
input_1_F2_Trial1_22C_20240116_133631.txt,11.17764471,0.607677528,0.156901663,Good,390,470
input_1_F2_Trial1_22C_20240116_134631.txt,7.243460765,1.525682907,0.762841454,Flatline,468,502
input_1_F2_Trial1_22C_20240116_135632.txt,9.401114206,2.461065485,0.257989763,Discard,0,582.075
input_1_F2_Trial1_22C_20240116_140632.txt,10.1711077,2.297406503,0.255267389,Discard,0,476.075
input_2_F2_Trial1_22C_20240116_104630.txt,57.57906216,0.163369717,0.034064941,Good,424,448
input_2_F2_Trial1_22C_20240116_105630.txt,61.09573879,0.135775861,0.019804945,Good,334,380
input_2_F2_Trial1_22C_20240116_110630.txt,54.50416351,0.153196309,0.027514869,Good,400,434
input_2_F2_Trial1_22C_20240116_111630.txt,57.18411552,0.163516633,0.028042871,Good,226,262
input_2_F2_Trial1_22C_20240116_112630.txt,60.60078363,0.143494885,0.018681443,Good,340,398
input_2_F2_Trial1_22C_20240116_113630.txt,62.63895602,0.151628275,0.020445552,Good,186,238
input_2_F2_Trial1_22C_20240116_114630.txt,67.27605119,0.110560987,0.016126977,Good,34,76
input_2_F2_Trial1_22C_20240116_115630.txt,65.50868486,0.080168955,0.011950882,Good,34,76
input_2_F2_Trial1_22C_20240116_120630.txt,67.72486772,0.250960855,0.043686677,Good,208,238
input_2_F2_Trial1_22C_20240116_121631.txt,69.54282035,0.096327776,0.014202756,Good,250,290
input_2_F2_Trial1_22C_20240116_122631.txt,72.78241092,0.265933738,0.041531872,Good,130,164
input_2_F2_Trial1_22C_20240116_123631.txt,64.29906542,0.386787784,0.058310452,Good,98,140
input_2_F2_Trial1_22C_20240116_124631.txt,28.29581994,0.580467605,0.121035863,Good,294,342
input_2_F2_Trial1_22C_20240116_125631.txt,19.12751678,0.990348158,0.22144858,Unsure,180,242
input_2_F2_Trial1_22C_20240116_130631.txt,14.72392638,1.855874681,0.496003372,Unsure,198,258
input_2_F2_Trial1_22C_20240116_131631.txt,16.3599182,1.008990832,0.304222183,Flatline,466,510
input_2_F2_Trial1_22C_20240116_132631.txt,14.86422106,1.471877721,0.122656477,Discard,0,582.075
input_2_F2_Trial1_22C_20240116_133631.txt,13.81957774,1.596882897,0.138467308,Discard,0,582.075
input_2_F2_Trial1_22C_20240116_134631.txt,14.59093278,1.442683369,0.121495857,Discard,0,582.075
input_2_F2_Trial1_22C_20240116_135632.txt,14.37999305,1.519857279,0.128912612,Discard,0,582.075
input_2_F2_Trial1_22C_20240116_140632.txt,14.3880312,1.514634188,0.141858489,Discard,0,476.075
input_3_F2_Trial1_22C_20240116_104630.txt,59.62732919,0.082305489,0.014327547,Good,280,314
input_3_F2_Trial1_22C_20240116_105630.txt,65.95419847,0.064993895,0.01068493,Good,280,314
input_3_F2_Trial1_22C_20240116_110630.txt,71.84604419,0.046545128,0.007098065,Good,134,170
input_3_F2_Trial1_22C_20240116_111630.txt,78.33491012,0.095483581,0.011412471,Good,146,200
input_3_F2_Trial1_22C_20240116_112630.txt,86.25792812,0.054933114,0.007617852,Good,400,436
input_3_F2_Trial1_22C_20240116_113630.txt,91.17530669,0.035816563,0.003636621,Good,320,384
input_3_F2_Trial1_22C_20240116_114630.txt,89.07741251,0.044819629,0.005319111,Good,236,284
input_3_F2_Trial1_22C_20240116_115630.txt,74.42650807,0.058745689,0.006829048,Good,490,550
input_3_F2_Trial1_22C_20240116_120630.txt,68.39899413,0.04565757,0.005496526,Good,204,264
input_3_F2_Trial1_22C_20240116_121631.txt,81.10271232,0.20245072,0.023071401,Good,204,262
input_3_F2_Trial1_22C_20240116_122631.txt,89.00662252,0.23440666,0.025424972,Good,442,500
input_3_F2_Trial1_22C_20240116_123631.txt,84.09405256,0.379987736,0.043303621,Good,230,288
input_3_F2_Trial1_22C_20240116_124631.txt,105.1709027,0.187163165,0.018623431,Good,286,344
input_3_F2_Trial1_22C_20240116_125631.txt,104.8034934,0.052764485,0.005250263,Good,364,422
input_3_F2_Trial1_22C_20240116_130631.txt,83.30404218,0.14665479,0.016396504,Good,280,338
input_3_F2_Trial1_22C_20240116_131631.txt,29.28202722,1.654622023,0.318432157,Good,300,358
input_3_F2_Trial1_22C_20240116_132631.txt,11.80086048,0.130204167,0.043401389,Good,226,270
input_3_F2_Trial1_22C_20240116_133631.txt,2.422774076,4.279697711,1.747179274,Good,222,362
input_3_F2_Trial1_22C_20240116_134631.txt,115.1079137,0.169734651,0.021732295,Flatline,314,346
input_3_F2_Trial1_22C_20240116_135632.txt,38.78787879,0.371502507,0.064670286,Discard,346,396
input_3_F2_Trial1_22C_20240116_140632.txt,36.30672926,0.442816918,0.080846938,Discard,346,396
input_4_F2_Trial1_22C_20240116_104630.txt,43.4821034,0.379729324,0.058593507,Unsure,100,158
input_4_F2_Trial1_22C_20240116_105630.txt,46.3022508,0.342645584,0.052252962,Unsure,100,158
input_4_F2_Trial1_22C_20240116_110630.txt,46.90909091,0.356651517,0.053767239,Unsure,100,158
input_4_F2_Trial1_22C_20240116_111630.txt,46.83434519,0.376102756,0.055453326,Unsure,100,158
input_4_F2_Trial1_22C_20240116_112630.txt,47.52475248,0.297836189,0.044398798,Unsure,100,158
input_4_F2_Trial1_22C_20240116_113630.txt,51.40758874,0.168554781,0.028092464,Good,66,108
input_4_F2_Trial1_22C_20240116_114630.txt,49.93498049,0.269794482,0.065434773,Good,332,352
input_4_F2_Trial1_22C_20240116_115630.txt,56.07476636,0.223548961,0.040150579,Good,246,280
input_4_F2_Trial1_22C_20240116_120630.txt,53.4562212,0.288959404,0.052756528,Good,314,350
input_4_F2_Trial1_22C_20240116_121631.txt,57.16903344,0.337104539,0.04630487,Good,352,410
input_4_F2_Trial1_22C_20240116_122631.txt,65.96491228,0.232224193,0.033518675,Unsure,418,462
input_4_F2_Trial1_22C_20240116_123631.txt,77.13765919,0.301783974,0.041067597,Unsure,300,342
input_4_F2_Trial1_22C_20240116_124631.txt,79.8053528,0.24687992,0.038094399,Unsure,362,394
input_4_F2_Trial1_22C_20240116_125631.txt,83.87096774,0.202987305,0.039064925,Unsure,166,186
input_4_F2_Trial1_22C_20240116_130631.txt,8.702659146,4.359916459,1.378726642,Good,500,566
input_4_F2_Trial1_22C_20240116_131631.txt,3.835091083,5.874877658,2.398408761,Good,274,360
input_4_F2_Trial1_22C_20240116_132631.txt,2.414486922,-1,-1,Good,46,100
input_4_F2_Trial1_22C_20240116_133631.txt,12.92639138,3.900761144,1.233528982,Good,348,394
input_4_F2_Trial1_22C_20240116_134631.txt,3.286170698,26.92068597,13.46034299,Flatline,522,582.075
input_4_F2_Trial1_22C_20240116_135632.txt,108.0067117,0.200062768,0.00618291,Discard,0,582.075
input_4_F2_Trial1_22C_20240116_140632.txt,110.439127,0.183462217,0.006198614,Discard,0,476.075
input_5_F2_Trial1_22C_20240116_104630.txt,54.50674237,0.146116996,0.025435704,Good,208,244
input_5_F2_Trial1_22C_20240116_105630.txt,50.43478261,0.144159702,0.02631984,Good,160,196
input_5_F2_Trial1_22C_20240116_110630.txt,60.51873199,0.088272401,0.014712067,Good,28,64
input_5_F2_Trial1_22C_20240116_111630.txt,64.30123099,0.162985818,0.026439791,Good,28,64
input_5_F2_Trial1_22C_20240116_112630.txt,68.26547685,0.154949391,0.021487614,Good,154,200
input_5_F2_Trial1_22C_20240116_113630.txt,75.20984891,0.066105423,0.008755877,Good,154,200
input_5_F2_Trial1_22C_20240116_114630.txt,80.27681661,0.096846059,0.012608283,Good,98,142
input_5_F2_Trial1_22C_20240116_115630.txt,83.29411765,0.058441427,0.007544756,Good,98,142
input_5_F2_Trial1_22C_20240116_120630.txt,84.90077653,0.166679369,0.025719185,Good,114,144
input_5_F2_Trial1_22C_20240116_121631.txt,83.55091384,0.162017281,0.025302848,Good,114,144
input_5_F2_Trial1_22C_20240116_122631.txt,89.85221675,0.166025468,0.026585352,Good,288,314
input_5_F2_Trial1_22C_20240116_123631.txt,97.0212766,0.132500532,0.017398172,Good,202,238
input_5_F2_Trial1_22C_20240116_124631.txt,83.76068376,0.323818004,0.045794781,Good,342,378
input_5_F2_Trial1_22C_20240116_125631.txt,70.08849558,0.373853994,0.064115431,Good,340,370
input_5_F2_Trial1_22C_20240116_130631.txt,71.34599505,0.275626091,0.04531265,Good,512,544
input_5_F2_Trial1_22C_20240116_131631.txt,64.54767726,0.296872223,0.061902138,Good,82,104
input_5_F2_Trial1_22C_20240116_132631.txt,7.171314741,7.232792078,2.287209681,Good,82,178
input_5_F2_Trial1_22C_20240116_133631.txt,59.30807249,0.351642288,0.063156819,Flatline,66,98
input_5_F2_Trial1_22C_20240116_134631.txt,65.22781775,0.252471076,0.042675401,Discard,66,98
input_5_F2_Trial1_22C_20240116_135632.txt,57.61589404,0.293324225,0.053553432,Discard,66,98
input_5_F2_Trial1_22C_20240116_140632.txt,63.5235732,0.30205842,0.052581622,Discard,66,98