"","input 0 Last (C)","input 1 Last (C)","input 2 Last (C)","input 3 Last (C)","input 4 Last (C)","input 5 Last (C)"
"2024-01-24T11:22:05-05:00","27.357","27.345","27.192","27.029","26.890","27.126"
"2024-01-24T11:23:05-05:00","27.363","27.355","27.204","27.038","26.911","27.143"
"2024-01-24T11:24:05-05:00","27.368","27.364","27.212","27.046","26.925","27.153"
"2024-01-24T11:25:05-05:00","27.368","27.365","27.214","27.046","26.929","27.161"
"2024-01-24T11:26:05-05:00","27.379","27.377","27.227","27.058","26.942","27.179"
"2024-01-24T11:27:05-05:00","27.394","27.400","27.239","27.077","26.960","27.201"
"2024-01-24T11:28:05-05:00","27.441","27.453","27.273","27.126","27.000","27.244"
"2024-01-24T11:29:05-05:00","27.519","27.531","27.334","27.203","27.064","27.317"
"2024-01-24T11:30:05-05:00","27.604","27.611","27.396","27.287","27.135","27.393"
"2024-01-24T11:31:05-05:00","27.691","27.700","27.467","27.374","27.218","27.481"
"2024-01-24T11:32:05-05:00","27.776","27.789","27.526","27.453","27.289","27.568"
"2024-01-24T11:33:05-05:00","27.874","27.887","27.594","27.539","27.366","27.668"
"2024-01-24T11:34:05-05:00","27.972","27.989","27.665","27.624","27.450","27.768"
"2024-01-24T11:35:05-05:00","28.072","28.092","27.741","27.712","27.536","27.867"
"2024-01-24T11:36:05-05:00","28.169","28.196","27.829","27.807","27.631","27.976"
"2024-01-24T11:37:05-05:00","28.266","28.292","27.916","27.897","27.719","28.078"
"2024-01-24T11:38:05-05:00","28.375","28.386","28.008","27.987","27.809","28.180"
"2024-01-24T11:39:05-05:00","28.479","28.483","28.106","28.080","27.893","28.279"
"2024-01-24T11:40:05-05:00","28.585","28.599","28.212","28.184","27.997","28.386"
"2024-01-24T11:41:05-05:00","28.686","28.713","28.321","28.286","28.098","28.488"
"2024-01-24T11:42:05-05:00","28.767","28.791","28.407","28.370","28.182","28.576"
"2024-01-24T11:43:05-05:00","28.858","28.891","28.501","28.463","28.272","28.673"
"2024-01-24T11:44:05-05:00","28.956","28.984","28.593","28.559","28.369","28.772"
"2024-01-24T11:45:05-05:00","29.057","29.089","28.694","28.658","28.467","28.868"
"2024-01-24T11:46:05-05:00","29.157","29.183","28.792","28.755","28.568","28.965"
"2024-01-24T11:47:05-05:00","29.262","29.294","28.897","28.861","28.674","29.069"
"2024-01-24T11:48:05-05:00","29.361","29.391","28.995","28.956","28.774","29.179"
"2024-01-24T11:49:05-05:00","29.461","29.497","29.100","29.058","28.877","29.283"
"2024-01-24T11:50:05-05:00","29.561","29.600","29.207","29.156","28.981","29.386"
"2024-01-24T11:51:05-05:00","29.665","29.709","29.315","29.262","29.085","29.494"
"2024-01-24T11:52:05-05:00","29.766","29.817","29.422","29.369","29.181","29.594"
"2024-01-24T11:53:05-05:00","29.873","29.916","29.530","29.471","29.276","29.687"
"2024-01-24T11:54:05-05:00","29.969","30.022","29.636","29.570","29.379","29.790"
"2024-01-24T11:55:05-05:00","30.061","30.115","29.723","29.658","29.475","29.883"
"2024-01-24T11:56:05-05:00","30.159","30.203","29.816","29.756","29.580","29.982"
"2024-01-24T11:57:05-05:00","30.258","30.288","29.911","29.848","29.686","30.079"
"2024-01-24T11:58:05-05:00","30.340","30.377","30.009","29.937","29.772","30.177"
"2024-01-24T11:59:05-05:00","30.432","30.474","30.110","30.036","29.875","30.275"
"2024-01-24T12:00:05-05:00","30.522","30.564","30.205","30.125","29.961","30.351"
"2024-01-24T12:01:05-05:00","30.621","30.652","30.306","30.225","30.053","30.456"
"2024-01-24T12:02:05-05:00","30.722","30.750","30.405","30.322","30.147","30.567"
"2024-01-24T12:03:05-05:00","30.823","30.854","30.507","30.412","30.242","30.658"
"2024-01-24T12:04:05-05:00","30.919","30.962","30.607","30.502","30.334","30.755"
"2024-01-24T12:05:05-05:00","31.012","31.054","30.684","30.592","30.429","30.840"
"2024-01-24T12:06:05-05:00","31.114","31.142","30.782","30.692","30.540","30.944"
"2024-01-24T12:07:05-05:00","31.203","31.230","30.870","30.779","30.629","31.044"
"2024-01-24T12:08:05-05:00","31.296","31.331","30.973","30.876","30.726","31.147"
"2024-01-24T12:09:05-05:00","31.389","31.437","31.072","30.976","30.819","31.247"
"2024-01-24T12:10:05-05:00","31.491","31.540","31.177","31.075","30.918","31.348"
"2024-01-24T12:11:05-05:00","31.593","31.649","31.281","31.175","31.010","31.453"
"2024-01-24T12:12:05-05:00","31.689","31.735","31.375","31.266","31.093","31.530"
"2024-01-24T12:13:05-05:00","31.801","31.853","31.483","31.373","31.202","31.630"
"2024-01-24T12:14:05-05:00","31.898","31.946","31.588","31.463","31.301","31.718"
"2024-01-24T12:15:05-05:00","31.996","32.042","31.682","31.556","31.392","31.805"
"2024-01-24T12:16:05-05:00","32.085","32.140","31.775","31.643","31.485","31.905"
"2024-01-24T12:17:05-05:00","32.174","32.237","31.869","31.745","31.581","31.992"
"2024-01-24T12:18:05-05:00","32.269","32.337","31.966","31.844","31.683","32.120"
"2024-01-24T12:19:05-05:00","32.377","32.440","32.069","31.941","31.787","32.242"
"2024-01-24T12:20:05-05:00","32.483","32.540","32.171","32.036","31.886","32.345"
"2024-01-24T12:21:05-05:00","32.586","32.643","32.274","32.140","31.986","32.443"
"2024-01-24T12:22:05-05:00","32.682","32.746","32.379","32.243","32.083","32.541"
"2024-01-24T12:23:05-05:00","32.793","32.859","32.483","32.349","32.187","32.647"
"2024-01-24T12:24:05-05:00","32.892","32.958","32.595","32.457","32.293","32.752"
"2024-01-24T12:25:05-05:00","32.994","33.054","32.696","32.550","32.396","32.849"
"2024-01-24T12:26:05-05:00","33.086","33.141","32.790","32.644","32.497","32.940"
"2024-01-24T12:27:05-05:00","33.186","33.249","32.890","32.743","32.592","33.039"
"2024-01-24T12:28:05-05:00","33.294","33.360","32.999","32.847","32.706","33.142"
"2024-01-24T12:29:05-05:00","33.388","33.448","33.091","32.939","32.790","33.236"
"2024-01-24T12:30:05-05:00","33.479","33.539","33.184","33.026","32.885","33.327"
"2024-01-24T12:31:05-05:00","33.581","33.637","33.292","33.137","32.971","33.433"
"2024-01-24T12:32:05-05:00","33.682","33.725","33.386","33.227","33.060","33.530"
"2024-01-24T12:33:05-05:00","33.780","33.821","33.494","33.340","33.191","33.627"
"2024-01-24T12:34:05-05:00","33.872","33.917","33.583","33.421","33.271","33.722"
"2024-01-24T12:35:05-05:00","33.976","34.025","33.688","33.514","33.383","33.823"
"2024-01-24T12:36:05-05:00","34.073","34.127","33.785","33.613","33.472","33.915"
"2024-01-24T12:37:05-05:00","34.173","34.229","33.886","33.722","33.562","34.020"
"2024-01-24T12:38:05-05:00","34.282","34.353","33.997","33.825","33.668","34.127"
"2024-01-24T12:39:05-05:00","34.382","34.442","34.095","33.937","33.771","34.223"
"2024-01-24T12:40:05-05:00","34.468","34.518","34.180","33.992","33.875","34.312"
"2024-01-24T12:41:05-05:00","34.562","34.610","34.276","34.095","33.981","34.403"
"2024-01-24T12:42:05-05:00","34.658","34.700","34.373","34.196","34.092","34.501"
"2024-01-24T12:43:05-05:00","34.755","34.792","34.478","34.292","34.181","34.603"
"2024-01-24T12:44:05-05:00","34.854","34.886","34.575","34.376","34.274","34.693"
"2024-01-24T12:45:05-05:00","34.957","34.989","34.668","34.499","34.376","34.794"
"2024-01-24T12:46:05-05:00","35.055","35.083","34.768","34.591","34.445","34.890"
"2024-01-24T12:47:05-05:00","35.164","35.187","34.874","34.688","34.660","34.994"
"2024-01-24T12:48:05-05:00","35.274","35.301","34.981","34.783","34.781","35.093"
"2024-01-24T12:49:05-05:00","35.359","35.364","35.070","34.875","34.864","35.183"
"2024-01-24T12:50:05-05:00","35.469","35.479","35.167","34.970","34.967","35.263"
"2024-01-24T12:51:05-05:00","35.573","35.577","35.258","35.075","35.087","35.362"
"2024-01-24T12:52:05-05:00","35.672","35.673","35.362","35.169","35.196","35.465"
"2024-01-24T12:53:05-05:00","35.762","35.767","35.442","35.260","35.243","35.548"
"2024-01-24T12:54:05-05:00","35.846","35.853","35.548","35.362","35.320","35.653"
"2024-01-24T12:55:05-05:00","35.950","35.962","35.659","35.463","35.419","35.755"
"2024-01-24T12:56:05-05:00","36.044","36.052","35.762","35.562","35.554","35.850"
"2024-01-24T12:57:05-05:00","36.141","36.151","35.853","35.652","35.649","35.954"
"2024-01-24T12:58:05-05:00","36.232","36.214","35.938","35.732","35.748","36.039"
"2024-01-24T12:59:05-05:00","36.328","36.318","36.038","35.830","35.867","36.134"
"2024-01-24T13:00:05-05:00","36.414","36.443","36.125","35.920","35.978","36.235"
"2024-01-24T13:01:05-05:00","36.513","36.526","36.226","36.021","36.072","36.324"
"2024-01-24T13:02:05-05:00","36.608","36.652","36.346","36.134","36.183","36.437"
"2024-01-24T13:03:05-05:00","36.699","36.742","36.434","36.234","36.277","36.541"
"2024-01-24T13:04:05-05:00","36.826","36.829","36.535","36.325","36.383","36.642"
"2024-01-24T13:05:05-05:00","36.939","36.926","36.633","36.432","36.496","36.752"
"2024-01-24T13:06:05-05:00","37.044","37.007","36.736","36.525","36.600","36.854"
"2024-01-24T13:07:05-05:00","37.144","37.089","36.836","36.615","36.682","36.934"
"2024-01-24T13:08:05-05:00","37.239","37.227","36.933","36.731","36.788","37.042"
"2024-01-24T13:09:05-05:00","37.335","37.335","37.017","36.823","36.889","37.140"
"2024-01-24T13:10:05-05:00","37.428","37.410","37.118","36.918","36.985","37.229"
"2024-01-24T13:11:05-05:00","37.521","37.496","37.213","37.009","37.082","37.317"
"2024-01-24T13:12:05-05:00","37.624","37.601","37.322","37.110","37.180","37.412"
"2024-01-24T13:13:05-05:00","37.719","37.711","37.408","37.217","37.274","37.505"
"2024-01-24T13:14:05-05:00","37.827","37.814","37.513","37.316","37.362","37.603"
"2024-01-24T13:15:05-05:00","37.941","37.918","37.623","37.437","37.453","37.706"
"2024-01-24T13:16:05-05:00","38.026","37.982","37.715","37.520","37.514","37.802"
"2024-01-24T13:17:05-05:00","38.141","38.087","37.810","37.618","37.579","37.903"
"2024-01-24T13:18:05-05:00","38.210","38.177","37.911","37.716","37.650","38.004"
"2024-01-24T13:19:05-05:00","38.328","38.276","38.008","37.813","37.740","38.105"
"2024-01-24T13:20:05-05:00","38.419","38.382","38.113","37.916","37.842","38.200"
"2024-01-24T13:21:05-05:00","38.512","38.468","38.214","38.010","37.940","38.295"
"2024-01-24T13:22:05-05:00","38.599","38.534","38.314","38.102","38.039","38.396"
"2024-01-24T13:23:05-05:00","38.701","38.659","38.431","38.202","38.139","38.505"
"2024-01-24T13:24:05-05:00","38.810","38.766","38.535","38.301","38.232","38.602"
"2024-01-24T13:25:05-05:00","38.916","38.845","38.620","38.424","38.329","38.708"
"2024-01-24T13:26:05-05:00","39.009","38.952","38.714","38.492","38.421","38.804"
"2024-01-24T13:27:05-05:00","39.098","39.043","38.803","38.586","38.510","38.891"
"2024-01-24T13:28:05-05:00","39.195","39.116","38.898","38.662","38.599","38.986"
"2024-01-24T13:29:05-05:00","39.280","39.215","38.995","38.784","38.709","39.080"
"2024-01-24T13:30:05-05:00","39.364","39.330","39.090","38.877","38.811","39.190"
"2024-01-24T13:31:05-05:00","39.460","39.429","39.188","38.977","38.913","39.280"
"2024-01-24T13:32:05-05:00","39.566","39.558","39.297","39.097","39.018","39.394"
"2024-01-24T13:33:05-05:00","39.675","39.653","39.410","39.219","39.132","39.506"
"2024-01-24T13:34:05-05:00","39.754","39.748","39.510","39.314","39.219","39.593"
"2024-01-24T13:35:05-05:00","39.851","39.833","39.607","39.408","39.324","39.691"
"2024-01-24T13:36:05-05:00","39.970","39.938","39.707","39.495","39.421","39.785"
"2024-01-24T13:37:05-05:00","40.066","40.035","39.804","39.576","39.522","39.879"
"2024-01-24T13:38:05-05:00","40.155","40.127","39.898","39.681","39.610","39.978"
"2024-01-24T13:39:05-05:00","40.259","40.222","39.993","39.785","39.713","40.069"
"2024-01-24T13:40:05-05:00","40.358","40.309","40.086","39.882","39.800","40.175"
"2024-01-24T13:41:05-05:00","40.460","40.401","40.180","39.971","39.901","40.272"
"2024-01-24T13:42:05-05:00","40.547","40.482","40.283","40.071","39.999","40.363"
"2024-01-24T13:43:05-05:00","40.660","40.581","40.383","40.160","40.093","40.466"
"2024-01-24T13:44:05-05:00","40.769","40.703","40.471","40.278","40.195","40.580"
"2024-01-24T13:45:05-05:00","40.875","40.772","40.565","40.355","40.289","40.662"
"2024-01-24T13:46:05-05:00","40.967","40.864","40.659","40.440","40.384","40.744"
"2024-01-24T13:47:05-05:00","41.060","40.955","40.760","40.545","40.476","40.852"
"2024-01-24T13:48:05-05:00","41.174","41.057","40.851","40.611","40.574","40.947"
"2024-01-24T13:49:05-05:00","41.254","41.174","40.949","40.726","40.684","41.052"
"2024-01-24T13:50:05-05:00","41.363","41.283","41.053","40.838","40.798","41.147"
"2024-01-24T13:51:05-05:00","41.437","41.392","41.152","40.949","40.882","41.269"
"2024-01-24T13:52:05-05:00","41.553","41.470","41.264","41.057","40.994","41.375"
"2024-01-24T13:53:05-05:00","41.650","41.566","41.363","41.140","41.087","41.464"
"2024-01-24T13:54:05-05:00","41.732","41.650","41.460","41.231","41.188","41.556"
"2024-01-24T13:55:05-05:00","41.811","41.743","41.559","41.329","41.292","41.636"
"2024-01-24T13:56:05-05:00","41.913","41.856","41.645","41.423","41.394","41.744"
"2024-01-24T13:57:05-05:00","41.999","41.955","41.749","41.486","41.505","41.856"
"2024-01-24T13:58:05-05:00","42.111","42.038","41.839","41.614","41.605","41.944"
"2024-01-24T13:59:05-05:00","42.225","42.173","41.942","41.688","41.707","42.051"
"2024-01-24T14:00:05-05:00","42.318","42.249","42.031","41.812","41.810","42.162"
"2024-01-24T14:01:05-05:00","42.398","42.365","42.152","41.926","41.905","42.274"
"2024-01-24T14:02:05-05:00","42.490","42.471","42.257","42.031","42.011","42.358"
"2024-01-24T14:03:05-05:00","42.576","42.552","42.375","42.124","42.110","42.447"
"2024-01-24T14:04:05-05:00","42.672","42.665","42.459","42.210","42.212","42.571"
"2024-01-24T14:05:05-05:00","42.777","42.758","42.565","42.322","42.318","42.675"
"2024-01-24T14:06:05-05:00","","","","","",""
"2024-01-24T14:07:05-05:00","","","","","",""
"2024-01-24T14:08:05-05:00","","","","","",""
